Link,Newspaper,Photo YN,Front page YN,Date,Title,Author,Notes,Word Count,Text
http://theprince.princeton.edu/princetonperiodicals/cgi-bin/princetonperiodicals?a=d&d=Princetonian19680429-01.2.11&srpos=157&e=------196-en-20-Princetonian-141-byDA-txt-txIN-columbia----1968--,Daily Princetonian,N,N,4/29/68,Headline Highlights,None listed,Highlight from AP,33,"TODAY'S QUOTE_æ""Our goal is to create a functioning participatory democracy to replace the repressive rule of the administration and trustees of the university."" (Statement ratified by the students sitting-in at Columbia University.) "
http://theprince.princeton.edu/princetonperiodicals/cgi-bin/princetonperiodicals?a=d&d=Princetonian19680429-01.2.9&srpos=156&e=------196-en-20-Princetonian-141-byDA-txt-txIN-columbia----1968--,Daily Princetonian,N,N,4/29/68,The Columbia tragedy,None listed,,549,"Columbia University lies paralyzed, ravaged by anarchy, 'anarchy which pits teacher against teacher, student against student, community against university. The tragedy of this week at Columbia, the tragedy of a great university dismembered into warring camps, is the tragedy which awaits Princeton and every university which refuses to provide meaningful institutional channels for effective student participation in de-cision-making. Columbia's administration had complete control of that university. There was no recognized means by which student opinion could make itself felt. There also was no faculty senate to express the collective opinion of the faculty. The administration left students no choice. If their views were to be heard, they would have to let the administration, which had refused them peaceful channels, feel the power of student opinion expressed through force. And in refusing to establish real political channels the administration also left themselves no choice. When students barricaded themselves into the university's buildings, what should have been a peaceful political issue became a test of strength. If the administration accepts student demands, they lose control of the university, and if the administration forcibly evicts the students there could be prolonged violence and mass faculty resignations which might destroy Columbia. No purely peaceful alternative was available. The demonstration is designed at least in part to create such an alternative. A peaceful demonstration earlier in the year against IDA had resulted only in the suspension of six students and no effective action. A demonstration sufficient to attract wide outside attention was necessary to force the administration into considering student demands. Occupying the buildings got such recognition. As Columbia's trustees' statement of Friday indicates, only the request of Mayor Lindsay caused the university to temporarily halt the gym construction which is the main target of the demonstration. That request would probably not have come without the tactics used. ' The situation created by the administration's long history of unresponsiveness leaves the university only three options. They can grant formal amnesty to the protesters and demonstrate that they have lost control of their university. They can call in the police and risk injuries, faculty resignations, property damage and further unrest which might necessitate occupation of die campus by police until the end of the year. These are unacceptable. There is one alternative left at this time. The administration must accept the proposals of a faculty group--proposals which would give the faculty control of discipline and a guaranteed voice in all future administrative decisions. These proposals offer Columbia the only hope she has of escaping a final violent confrontation and escaping with some modicum of face. But it is clear that, however the present crisis is resolved. Columbia must now commit itself to establishing an effective student voice in university decisions. The collapse of Columbia must be recognized for what it is _æ and it has implications for every college across the country. Columbia has fallen into anarchy because its administration refused to recognize the fundamental rights of students and faculty to control, in part, the destinies of the community of which they are a part. In light of the recent Princeton trustees' rejections of student demands on parietals, South Africa and UGA control over student social life, The Princetonian hopes that the trustees and_ the administration here meditate long and hard on this tragic week at Columbia."
http://theprince.princeton.edu/princetonperiodicals/cgi-bin/princetonperiodicals?a=d&d=Princetonian19680429-01.2.2&srpos=155&e=------196-en-20-Princetonian-141-byDA-txt-txIN-columbia----1968--,Daily Princetonian,N,Y,4/29/68,Columbia Sit-In Continues Police Surround Campus As Students Demand Amnesty; Faculty Protects Unpardoned Protesters From Attack,"Chris Connell, Greg Conderacci",,1369,"BULLETIN _æ Opposing student forces milled by the hundreds in front of Columbia's Low Memorial Library last night as strained tempers were kept tenuously in check. The administration, meanwhile, announced that today's classes have been cancelled, indicating that the protesters will be secure in the occupied buildings until tonight at least. In one of yesterday's most dramatic events, members of an antistrike coalition cut off food supplies to student protesters in the library. The strikers, inspired by the Students for a Democratic Society, were maintaining their positions in five separate locations on campus, including the Low Library offices of Columbia president Grayson L. Kirk. Faculty members continued last night to line the grass below the occupied second floor offices. At 5 p.m. they were joined in their vigil by nearly 100 members of the vehemently anti-strike Majority Coalition. The members of the coalition (the jocks"") then marched to Low and lined up outside a long row of knee-high bushes, stretching in front of the besieged offices. Inside the offices, the 75 protesters who have occupied Low since Friday were in the midst of a strategy conference, which originally had been intended to lay-out a strict procedure for action in the case that the university called the police to evacuate the buildings as many feared. At 7:35 p.m. a student attempting to bring food to the strikers' window was foiled by the Majority Coalition blockade. Protesters late last night were weary but still well-organized, and defections were limited. In the math building they were picking up police conversations on the sidewalk with sensitive microphones. In Fayerweather Hall the SDS announced that a couple had been married during the strike. NEW YORK_æColumbia is a torn, campus, playing stage to a drama that threatens a tragic ending to a comedy of errors. As of 9 last night, students were occupying five barricaded buildings across this 28-acre asphalt campus in the heart of West Harlem. Their position was being threatened by the possibility of a university call for police to move in and forcibly empty the ""liberated"" buildings. Grayson Kirk, president of the university, has ruled out an amnesty for the hundreds of students involved in the protest. His stand has received the support of Columbia's Board of Trustees, its College Alumni Association and scores of faculty and students. Amnesty has become the strikers' seventh demand, supplementing the original six that cast Columbia into this turmoil. Hordes of police were stationed around Columbia, summoned by the university Friday morning. The entire campus was cordoned off with admittance _æthrough the wide black gates on Broadway and Amsterdam avenues_ærestricted to Barnard and Columbia students and faculty. The ""liberated"" buildings contained about 650 people_æColumbia and Barnard students and a sprinkling of outsiders. In the massive Low Memorial Library, where the protesters occupied the suite of deans' offices (including that of President Kirk), white arm-banded faculty members were on guard to protect the protesters from a rush by anti-protest students -cti._.Ht, and _hr>se in f_HT* going in or out as they please. It was the only one of the five buildings in which the protesters did not have free access in and out. Since the students have barricaded all doors, the windows have become standard entrances. The group occupying Hamilton Hall was entirely black. The whites who had originally been inside left when the blacks' organization, Students' Afro-American Society, made it clear that it wished to hold the hall on its own. No animosity exists between the black and white factions of the protesters. Mark Rudd, chairman of Columbia's Students for a Democratic Society, the force behind the entire protest, passed the segregated occupation of Hamilton off as ""a division of labor, nothing more."" Rudd, a 20-year-old junior who created a flurry here with a three week visit to Cuba a few months ago, has become the symbol of the protest. It was Rudd's spur-of-the-moment decision to attempt a takeover of Low Library Tuesday in the midst of an SDS protest against the Institute for Defense Analyses and the controversial Morningside Park gym that prompted the mass Columbia rebellion and counterrebellion. The voice of the counter-rebellion is the Majority Coalition, an ad hoc group formed Wednesday after 2,000 students (Columbia University has a total enrollment of 17,545) signed an anti-SDS petition. The Coalition, which includes many of the athletes on this campus, is radically anti-Rudd. Paul Vilardi '68, a spokesman for the Coalition, spoke to the press Friday night before a meeting with the Student Strike Coordinating Committee, an ad hoc group closely related to SDS, and also under Rudd's control. ""I don't expect a thing,"" Vilardi said pessimistically. ""All those SDS guys will want to do is sit around and talk."" Nothing came out of the talks. Conveniences of home All five of the halls were barred to outsiders, including the press. However, some iron-protesters did manage to get in every hall except Hamilton. The groups were remarkably well organized. In Fayerweather Hall, a Barnard sophomore who was acting as one of the head cooks said on Saturday she had a menu planned out through Sunday night. Breakfast, lunch and dinner were being served on a strict time schedule, with the food being prepared in a small kitchen normally used for Fayerweather social events. In the basement, 200 of Fayerweather's 300 inhabitants were regularly attending meetings run in a lecture hall according to parliamentary procedure. The meetings, running all day and late into the night, dealt with all aspects, philosophical and mundane, of the protesters' existence. Also in the basement, a woman doctor was standing in a small classroom by a table covered with plastic bandages, bottles of aspirin, m enormous jar of sodium bicarbonate and a paper cup filled with vitamins. The doctor, who is studying for m advanced degree at Columbia's School of Public Health, said there _æ¢vere five other doctors at work in makeshift infirmaries for the protesters. ""Be Clean"" signs were pasted around Fayerweather stairwells, and most of the protesters were careful to observe the warning. Supplies for protesters  Students carrying boxes of food, oaper towels, toilet paper, medical supplies, blankets and other necessities can be seen steadily pouring out of SSCC headquarters in Ferris Booth Hall, the campus center that houses the facilities of all student activities. The biggest incident to occur over the weekend happened shortly after midnight on Saturday when a half dozen SDS members attempted to get past the faculty members on guard in front of Low and join the other protesters inside. The faculty foiled four of the chargers, but two made it up to the low second-floor ledge and into a window. A bitter verbal exchange between the faculty and the protesters who had gathered on the ledge ensued. Faculty members rushed to Low from a meeting being held in a hall on the other side of the campus, and formed a line three-deep along the grass in front of the Low windows. Two hundred students quickly gathered. The faculty eventually quelled the rising tide of catcalls it was drawing; the crowd broke up after a plea by a student for cooperation with the teachers' demands to disperse. The remaining SDS students were not allowed in. Weekend quiet The campus was generally calm this weekend, following the appearances of Stokely Carmichael and H. Rap Brown that threatened for an uneasy while to blow the lid off Columbia's fuming kettle. Crowds materialized out of thin air around the campus. A crowd of over 200 formed spontaneously Saturday afternoon to watch a group of tipsy, half-naked freshmen perched atop Columbia's revered sundial issue an appeal for Indian power. The appeal, a spoof of Both factions in the student dispute, was made by the Pupils for an Indian Society (P. 1.5.). They preferred their own six demands, which included a call to ""Give Manhattan back to the Indians"" and ""Complete Amnesty for Geronimo."" Barnard rally On Friday night, Barnard girls staged a pro-strike rally outside the gates of their own school. The rally consisted of each girl holding a lighted candle stub and giggling happily at the inquisitive passers-by. Other Barnard girls were giving far less token support as part of the student forces inside the five ""liberated"" buildings."
http://theprince.princeton.edu/princetonperiodicals/cgi-bin/princetonperiodicals?a=d&d=Princetonian19680430-01.2.19&srpos=161&e=------196-en-20-Princetonian-161-byDA-txt-txIN-columbia----1968--,Daily Princetonian,N,N,4/30/68,Marmion refuses to join PDRU call for draft advisers,Richard Balfour,,194,"Inspired by their comrades at Columbia, Princeton Students for a Democratic Society yesterday attempted to embarrass the administration for its rejection of student demands for an extensive draft-counseling program. SDS asked Harry A. Marmion, a Washington attorney whom the university sponsored as a draft counselor yesterday in MurrayDodge, to sign their petition calling for full-time counseling of undergraduates. Mr. Marmion refused to sign the petition, stating that he was ""a guest of the university and would not feel free to discuss university affairs."" The lawyer, however, did admit that he lacked sufficient knowledge to advise students on such' problems as emigration to Canada and political resistance. According to spokesman Douglas P. Seaton '69, SDS ""is not simply seeking concessions on specific demands but a change in the power ' relations within the university."" SDS will canvass all dormitories this week to gauge student support for possible protests on recent trustee decisions on parietals, IDA and investment policy. According to SDS spokesman Richard P. Fried '68, the group feels that ""If all official channels of communication are closed off, other means may have to be tried."" The group reportedly is considering a sit-on at Nassau Hall."
http://theprince.princeton.edu/princetonperiodicals/cgi-bin/princetonperiodicals?a=d&d=Princetonian19680430-01.2.11&srpos=160&e=------196-en-20-Princetonian-141-byDA-txt-txIN-columbia----1968--,Daily Princetonian,Y,Y,4/30/68,"Goheen defends IDA proposal, views Columbia student strike",Robert Schnell,,252,"""This type of confrontation can in the long run only bring a counter-reaction that is not progress,"" President Goheen said of the Columbia rebellion in his press conference yesterday. Mr. Goheen, in analyzing the week-long protest that has paralyzed the school, called it ""a serious and tragic coming together of events for a great university. ""I wouldn't say it couldn't happen here,"" he stated, ""but I would hope that the situation would be different enough to preclude the university's being completely stalled in this way."" He pointed out that the tensions between Columbia and the community around it and between blacks and whites, on top of the other issues involved, created ""a devilish mix"" of problems. When questioned about contingency planning at Princeton for such a development, Mr. Goheen stated: ""We're not a police state; we don't have any riot plans. ""I would like to believe that most of the students are aware that just because you can't get everything that you Want, you don't have to throw a temper tantrum,"" he said. He also stressed the complex nature of the amnesty question, in differentiating between the Afro-American protest and the SDS protest and the treatment that was appropriate for each. ""We need to make an extra effort and be super-tolerant"" in the case of the Afro-American protest, he said, because of the many injustices performed against the black people. ""I think the white students need to expect a more normal treatment and I think normal treatment can't mean amnesty,"" he concluded. "
http://theprince.princeton.edu/princetonperiodicals/cgi-bin/princetonperiodicals?a=d&d=Princetonian19680430-01.2.9&srpos=159&e=------196-en-20-Princetonian-141-byDA-txt-txIN-columbia----1968--,Daily Princetonian,N,Y,4/30/68,Reporter Sneaks Into Protest Fortress Low Library: Scene From The Inside,Chris Connell,,1309,"(Reporter Chris Connell spent five hours Sunday with the students who have been holed up in Grayson Kirk's Low Memorial Library offices. He was the last person to gain free access to the suite and the last to get out. His story follows.) NEW YORK _æ As far as I could tell, I was the only non-Columbia, non-Barnard student there. The anti-strike Majority Coalition continued to prevent anyone from even getting near the second-floor windows where the protesters were waiting. A string of approximately 200 students, most in coats and ties, stayed on watch' throughout the night. They came at 5 p.m. Sunday. Inside, the major problem was I food. Before I left Sunday night at 9, two girls in a large closet serving as a kitchen were preparing supper for the protesters. Their supplies were limited. One girl said, ""We'll have no trouble about the food for tonight, but tomorrow .. ."" Her voice simply trailed off. There is a report now that a number of the protesters have gotten dysentery, apparently from that supper I just missed. The spirit of the group was high. I counted 52 guys and 45 girls. The protesters roam in and out of the three rooms at will. In Fayerweather Hall, I had been thrown out when people found I was a reporter. In Low, no one challenged me, knew who I was, or had any inkling that I had not been there from the start. I got in at 4 Sunday afternoon by jumping a low hedge that surrounds the library and walking to one of the easily-scaled metal gratings that cover the ground-floor windows. About a half-dozen white-arm-banded faculty members were standing in front of the windows in their self-declared police role. Two were talking within 15 feet of the spot where I approached. They looked for a second, and then went on talking. One of the demonstrators was sitting on the two-foot-wide ledge outside the second-floor windows. I asked if I could come up. He knelt down to give me a hand, and pulled me onto the ledge. I entered a room that was nearly deserted. Until last' Tuesday it had been the office of Mrs. Helen King, secretary and receptionist for President Kirk. All the furniture except a few cushioned chairs had been moved into another room on the left, where the doors were completely barricaded into a tight wedge by upturned desks, chairs, books, and everything else available. The far room was being used as a sleeping room for the strikers. Planks from the wooden filing shelves that surrounded two of the walls in Mrs. King's office had been removed and thrown together in a pile. The kitchen has been converted om a typists' storeroom. Packets of Sphinx paper, typewriter ribbons, pads and the like still occupy the shelves on the right side of the room. On the left, the shelves were filled with the dwindling supply of food -jars of coffee and peanut butter, cad, some eggs, and a large variety of condiments. Food was disappearing. At one point during the afternoon, the protesters had talked of using oranges as missiles to throw at cops in the event they attempted to storm Low, this is generally feared. The food is now all but eaten. Someone had brought the strikers a huge box of lollipops. No one ate them. Most of the protesters were in a strategy meeting in Kirk's office, the room to the right of Mrs. King's office. When I entered, the group was in the middle .of discussion on what to do in the event the police used tear gas to drive them out. Two girls had learned from a doctor how to counteract Mace, ah aerosol spray often used in riot control, and were asked to teach the techniques to -the entire group. Most were dressed in shirts and jeans; a few of the girls wore skirts. Nearly all wore their hair long and straight. Many of the men were bearded. The Low group is entirely white, except for one boy and one girl. In a small foyer off Kirk's office, a door led to a bathroom in which the Low protesters have stocked paper towels, toothpaste, brushes and other essentials. The Strikers also have Kirk's enamelled shower with sliding glass doors at their disposal. It is now rumored, however, that the toilet in the suite is plugged. The phone in Kirk's office was not working, but the one in Mrs. King's office was. It was in nearly constant use, with messages being relayed to and from Low and the other ""liberated"" buildings, and from the student strike committee across campus in Ferris Booth Hall. By 5 p.m. the meeting was still in an orderly discussion about how to greet police. For instance, a minority favored attempting to knock the police from the ledges if they tried to come in through the windows. In Mrs. King's office, a radio was carrying a report by WKCR-FM, the student station, that the Majority Coalition was gathering to encircle Low. The protesters were unfazed at the prospect. While we watched, the coalition ranks formed on South Field, at the opposite end of the central plaza which Low dominates. It was generally agreed that the protesters should ignore (the wall that was forming in front of them. As one striker said, ""The jocks will probably get bored in half an hour and go away."" A crowd of onlookers was milling around under the windows. Tempers flared against the faculty for their refusal to do or say anything against the line of defiant students. ""It's a circus, a circus of fools,"" one man commented, pointing to the ranks of both the coalition and the faculty. For a while, Kirk's office rocked to a medley of protest songs and chants. Waving victory ""V's"" with their fingers to the crowd outside, the protesters chanted ad-lib verses of ""We Shall Overcome."" When the food strike broke, the Low protesters were only mildly surprised. At one point, wherr~a faculty spokesman was bargaining with the Majority Coalition for ""more time"" before the counterprotesters moved in to grab food from the envoys, a few of the people in Low dragged a .plastic bag full of garbage out of the kitchen to lower through the window in an expression of general disgust with the whole affair. They decided not to lower it. When the faculty made the announcement that ""no passage of material for the second floor"" was to be allowed, there was no great uproar inside Low. Most were too disgusted with the faculty to care. Eventually, over 700 amnesty supporters gathered at the sundial in a candlelight display of support for the demonstrators. By 8:30 the scene inside Low was one of relative calm. The door barricade in the far room had been removed and four or five protesters were attempting to secure the windows instead. After a brief debate, they decided not to destroy any furniture. People sat around, tired and waiting for a hot-plate supper. One group took out a game and began to play. Couples in the corners embraced and in Kirk's office, a circle formed around a fellow strumming a guitar. Leaving the besieged suite was harder than getting in. The blinds had been pulled down and the draperies drawn. None of the protesters v noticed when I lifted the drapes of* Mrs. King's office and slid onto the ledge. For a second, no one outside noticed either. Then the Coalition line began to shout and faculty members flocked toward me, assuring, ""There will be no punishment if you come down at this point."" I climbed down with their help, smiled politely when they said they would not take away my Columbia ID, and left. Two Coalition members shouted for their cameraman to get a picture of the ""deserter."" They missed."
http://theprince.princeton.edu/princetonperiodicals/cgi-bin/princetonperiodicals?a=d&d=Princetonian19680430-01.2.7&srpos=158&e=------196-en-20-Princetonian-141-byDA-txt-txIN-columbia----1968--,Daily Princetonian,N,Y,4/30/68,"Student strikers endure scuffles, food barricade","Chris Connell, Greg Conderacci",,371,"NEW YORK -- Columbia went into its seventh day of chaos yesterday with signs of a settlement still not in sight. A volatile crowd around Low Memorial Library swelled to over 2,500 last night when police turned back a group of 6 clergymen trying to enter the building with food. Emotions reached a high point when a student bolted from the crowd, fan through police, student and faculty lines, and scrambled into the building. The clergymen said they would try to enter the building again. Columbia president Grayson L. Kirk issued a statement shortly after 8 last night stating the university would make announcements each morning at 6 over the campus radio station as to when classes will be resumed. Neither the administration nor the strikers made any notable steps toward conciliation yesterday. The faculty ad hoc committee issued a resolution early yesterday proposing uniform punishment for all the strikers. Tb.e entire faculty passed a resolution Sunday condemning ""the occupation of normal university activities."" Protesters went to the air today to break a siege by the anti-strike Majority Coalition which has attempted to starve demonstrators out of Low Memorial Library. Students backing the strike at 4 p.m. began hurling canned food, fruit, bread and other staples to those manning Mr. Kirk's second floor offices. A police line was added at 6:30 p.m. to the faculty and coalition lines stationed around the library, when violence threatened to erupt between the coalition members and the food hurlers. Coalition members had attempted to bat down the food when the ""air strike"" started. When some coalition members jumped outside the hedge behind which they were formed and started shoving some of the hurlers, police decided to move their forces around Low. The punching and kicking scuffle broke out between about 200 ""jocks"" opposing the sit-in and about 80 Negro and white students who chanted ""Black Power"" and ""Food Power"" as they hurled the food. A tense crowd continued to mill around Low as darkness set in. The students inside Low stopped the flow of food themselves when they nailed the windows shut at 8 p.m. The windpws have been covered with blankets by the protesters in an apparent attempt to try to stop tear gas."
http://theprince.princeton.edu/princetonperiodicals/cgi-bin/princetonperiodicals?a=d&d=Princetonian19680501-01.2.14&srpos=167&e=------196-en-20-Princetonian-161-byDA-txt-txIN-columbia----1968--,Daily Princetonian,N,N,5/1/68,Columbia,None listed,,280,"Columbia's administration had three choices: capitulation, forcible repression, or compromise through faculty intervention. Despite Monday night's statement by protest leader Mark Rudd that the protesters were willing to compromise, Columbia president Grayson L. Kirk chose repression. 1,000 police stormed the campus, 90 students were injured and 628 arrested. But the tragedy of Columbia had just begun. The 2,000-plus ""jock coalition has now melted away. Reports indicate that the student body is now supporting the protest in overwhelming numbers. The student council has called for a general strike, supported by the ad hoc faculty steering committee. Delegations from CCNY and Long Island University have joined the demonstration. Grayson Kirk has lost control of his university. What was once a great university is now a battlefield. The collapse of Columbia is the result of an administration which ruled without vision,, of decisions made by men in authority who refused to bend to legitimate student demands. The goals the protesters seek are goals which are based on a philosophy grounded in the democratic process. It is a philosophy which places its confidence in the individual and which holds that the citizens of any community should be the ones who establish the rules which govern that community. At Columbia ; and at every university, the citizens of the community are the students and faculty. Kirk's refusal to accept that philosophy has cost his university dearly. With students and faculty in open revolt, the Columbia of two weeks ago is no more. The cost has been too high for the Columbia community to tolerate a return to non-representation. If Columbia is to survive, her administration must see that it can no longer rule with impunity."
http://theprince.princeton.edu/princetonperiodicals/cgi-bin/princetonperiodicals?a=d&d=Princetonian19680501-01.2.10&srpos=166&e=------196-en-20-Princetonian-161-byDA-txt-txIN-columbia----1968--,Daily Princetonian,N,Y,5/1/68,Could it happen here?,Mike Slotznick,,819,"NEW YORK _æ ""It could never happen at Princeton,"" many Columbia students say about the ""liberation"" movement here. Three weeks ago, they said it could never happen at Columbia. They were wrong once. Could they be wrong about Princeton, too? A comparative analysis of recent events at the two universities provides a number of telling differences _æ and similarities. The immediate issues behind the Columbia uprising are somewhat similar to those raised at Princeton fs the past several months. In fact, nothing could be more familiar to Princeton ears than cries of racism and collaboration with the military. IDA issue The Columbia insurrection began with an anti-IDA protest, much like that carried on by the Princeton SDS last fall. It took quite a different turn. At Princeton, 70 students staged a sit-in before the administration fully reviewed its alliance with the defense research organization. At Columbia, an entire campus has approached civil war in order to force such a review. The issues of racism are more subtle. Both schools have grappled with the problem unsuccessfully. Adjacent to black Harlem, Columbia has a history of poor community relations. The dispute over the gymnasium is but the latest manifestation of the university's alleged lack of concern for the ghetto. At Princeton, awareness of racial issues is just beginning, due to a potent and vociferous ABC. A recent manifestation of this awareness is the protest against university investments in South Africa. Deeper issues The average protester or antiprotester on the Columbia campus will cite IDA and the gym as the primary issues. There are deeper ones. Faculty and students at Columbia insist that negligence on the part of both faculty and administration has done much to incite and nourish the revolt. A weary chemistry professor, after a three-day vigil and a physical confrontation with city police, noted, ""What really is at stake is the whole problem of student power."" The dilemma of legitimacy of student protest was raised at Princeton over the IDA. Then, the university allowed outside legal action, but withheld its own discipline. At Columbia, police action was avoided until early yesterday morning. The architecture of the trustee-administration-faculty-student pyramid at Columbia is being reassessed following events this week. Like Princeton, the trustees at Columbia have been among the most difficult to convince of protesters' arguments. Less intransigent has been the administration, which now realizes the weight of ""aloofness"" charges; but it is still reluctant to change its attitude. The lack of consultation with faculty and students has been crucial in both allowing and perpetuating the crisis. One statistics professor claimed that the Columbia faculty bears as much blame as the administration. She decried the absence of community spirit among the faculty, and attributed it to the lack of community living. While Princeton faculty live, for the most part, near the campus, the Columbia faculty live throughout the New York area. The absence of ""togetherness,"" she said, breeds dissension and prevents the faculty from becoming a mediating force between students and administration. Another difference in faculty operation lies in the status of junior faculty members. Princeton, like most American universities, grants full voting privileges to all faculty members. Columbia denies non-tenured members _æ who frequently are in best contact < with students _æ the right to vote. Due to lack of space, they were not even seated in Sunday morning's ""all-faculty"" summit conference. And what of the students? Are they any different from those at Princeton? The SDS and its sympathizers number proportionately greater at Columbia. But amidst the enormous chaos, tension and anger on the Columbia campus, it is easy to forget that only 650 students of the university community's 25,000-plus were holding buildings. Princeton attitudes The great majority of students and faculty questioned said that a comparable proportion of dissenters at Princeton would be both difficult to muster and easy to overcomes They referred to general political attitudes at Princeton. A Columbia law student asserted that there is ""a built-in cynicism"" at Columbia, an eagerness to reform. Instrumental in creating the cynical and radical spirit in the surrounding metropolis. New York's diversity of viewpoints makes for an influx of new and better ideas, according to most students there. The lack of community spirit applies to students as well as to faculty. Off-campus social opportunities, great polarity between athletes and intellectuals and the large number of students are responsible for, this. Several student crusaders were quick to point out some of the striking similarities between Princeton and Columbia. Lack of moderates Both, for example, lack a signify. cant organization of Liberals who are not ""leftists."" The SDS has*"" dominated all reform movements, leaving no avenue for more moderate group identification. A professor of art history emphasized that the spirit at Columbia is not unique. Most fundamental, he claimed, is that ""this is the time of year when students used to make panty-raids."" Spring fever, he asserted, coupled with political unrest, creates a potential for disaster."
http://theprince.princeton.edu/princetonperiodicals/cgi-bin/princetonperiodicals?a=d&d=Princetonian19680501-01.2.9&srpos=165&e=------196-en-20-Princetonian-161-byDA-txt-txIN-columbia----1968--,Daily Princetonian,N,Y,5/1/68,President Kirk,Chris Connell,,468,"NEW YORK _æ ""The decision was the most painful one I have ever made. It was my judgment and that of my associates that this action be taken."" The words were those of haggard Columbia president Grayson L. Kii'k, speaking at a 6:15 a.m. press conference yesterday in the echoing rotunda of Low Memorial Library. The president, standing tall and portly in a gray three-piece business suit, appeared calm throughout the 35-minute session. On his left as he spoke was the vice-president and provost of the college, David B. Truman. Mr. Kirk read a 300-word prepared statement before accepting questions from 50 reporters. It said in part: ""If Columbia had been prepared to accede to the students' demand for amnesty from all disciplinary action resulting from their illegal conduct, we would have dealt a near-fatal blow not only to this institution but to the whole of American higher education. Columbia's action tonight thus is not merely in the interests of its own future but that of its sister institutions."" The president's second questioner asked whether he was resigning. ""I have not considered it,"" Mr. Kirk answered quietly. Mr. Truman denied that a great many faculty members would carry out their threats to leave Columbia's staff if police were called in. ""We had to work with them,"" Mr. Truman said. ""We obviously had to cooperate with them in laying out a general plan so the removal of the students would be as smooth as possible."" Early planning Mr. Kirk also affirmed that the logistics purposes, it was necessary to make plans with the police early in the evening."" He added that the plans could have been stopped at any point throughout the evening. Asked if he would be able to administer the university after the events of the night before, Mr. Kirk said, ""I believe we will."" Mr. Kirk also affirmed that the university would be pressing trespassing charges against the more than 600 arrested students. Neither Mr. Truman nor Mr. Kirk would specify the amount of academic punishment awaiting the arrested students. Mr. Kirk said that Mayor Lindsay had called him about midnight Monday for consultation on the situation. He denied that the mayor had attempted to bargain for a halt in Mr. Kirk's plans to bring in the police. Concerning charges of police brutality Mr. Truman said, ""Reports that I have show there were no serious injuries inside the building."" He praised the police for minimizing violence and carrying out the operation effectively. At 6:50 a.m. yesterday Mr. Kirk cut the conference short, saying that he and Mr. Truman had not lept all night and were tired. Newsmen were generally annoyed at his departure. Even as he left the rotunda to temporary offices on the ground level floor, students were gathering outside, chanting ""Kirk must go."""
